Age,Categorie_age,Sexe,Milieu,Region_geographique,Etat_matrimonial,Niveau_education,Annees_experience,CSP,Secteur_emploi,Propriete_immobiliere,Vehicule_motorise,Terrain_agricole,Revenu_secondaire,Revenu_Annuel
57,55-64,Femme,Urbain,Est,Marié,Secondaire,5.0,Employés,Informel,Non,Non,Non,Non,10021.0
62,55-64,Femme,Urbain,Sud,Marié,Supérieur,4.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,40296.0
40,35-44,Homme,Rural,Est,Marié,Supérieur,11.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,87241.0
48,45-54,Homme,Urbain,Sud,Divorcé,Fondamental,16.0,Ouvriers,Privé,Non,Non,Non,Non,7941.0
53,45-54,Femme,Urbain,Centre,Marié,Fondamental,15.0,Ouvriers,Informel,Non,Non,Non,Non,5231.0
34,25-34,Homme,Urbain,Centre,Marié,Secondaire,2.0,Ouvriers,Informel,Non,Oui,Non,Non,9868.0
54,45-54,Femme,Rural,Est,Marié,Supérieur,11.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,69513.0
20,18-24,Homme,Urbain,Centre,Célibataire,Supérieur,0.0,Employés,Privé,Oui,Non,Non,Non,32124.0
53,45-54,Femme,Urbain,Nord,Veuf,Secondaire,19.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,33619.0
22,18-24,Homme,Urbain,Centre,Divorcé,Secondaire,1.0,Ouvriers,Privé,Non,Oui,Non,Non,12925.0
63,55-64,Homme,Urbain,Nord,Marié,Sans niveau,20.0,Agriculteurs,Informel,Non,Non,Non,Non,3552.0
32,25-34,Femme,Urbain,Nord,Célibataire,Fondamental,3.0,Ouvriers,Privé,Non,Oui,Non,Non,5661.0
23,18-24,Homme,Urbain,Est,Célibataire,Sans niveau,4.0,Agriculteurs,Informel,Non,Non,Oui,Non,2949.0
27,25-34,Femme,Urbain,Sud,Marié,Fondamental,0.0,Ouvriers,Privé,Non,Non,Non,Non,4949.0
49,45-54,Homme,Urbain,Centre,Marié,Secondaire,16.0,Professions intermédiaires,Public,Oui,Non,Non,Non,35910.0
40,35-44,Femme,Rural,Ouest,Marié,Secondaire,18.0,Professions intermédiaires,Privé,Non,Non,Non,Non,28601.0
34,25-34,Homme,Urbain,Nord,Marié,Fondamental,8.0,Agriculteurs,Informel,Non,Non,Oui,Non,5122.0
63,55-64,Femme,Urbain,Nord,Veuf,Sans niveau,18.0,Inactifs,nan,Non,Non,Non,Non,4175.0
37,35-44,Homme,Urbain,Centre,Veuf,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,9785.0
61,55-64,Homme,Urbain,Nord,Marié,Fondamental,1.0,Ouvriers,Informel,Non,Non,Non,Non,5026.0
58,55-64,Femme,Rural,Ouest,Célibataire,Secondaire,5.0,Employés,Informel,Oui,Oui,Non,Non,10101.0
32,25-34,Homme,Urbain,Sud,Célibataire,Sans niveau,5.0,Inactifs,nan,Non,Non,Non,Non,4658.0
61,55-64,Homme,Rural,Ouest,Veuf,Secondaire,39.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,59756.0
63,55-64,Femme,Urbain,Centre,Veuf,Supérieur,14.0,Cadres supérieurs,Privé,Non,Oui,Non,Non,90970.0
39,35-44,Homme,Urbain,Sud,Divorcé,Sans niveau,13.0,Inactifs,nan,Non,Non,Non,Non,4707.0
23,18-24,Femme,Rural,Sud,Célibataire,Fondamental,1.0,Agriculteurs,Privé,Non,Non,Non,Non,3279.0
21,18-24,Homme,Rural,Est,Célibataire,Fondamental,3.0,Ouvriers,Informel,Non,Non,Non,Non,3536.0
40,35-44,Femme,Urbain,Nord,Marié,Sans niveau,17.0,Ouvriers,Informel,Non,Non,Non,Non,3089.0
61,55-64,Homme,Urbain,Est,Veuf,Fondamental,35.0,Ouvriers,Privé,Non,Non,Non,Non,10080.0
62,55-64,Femme,Urbain,Sud,Marié,Sans niveau,17.0,Agriculteurs,Informel,Non,Non,Oui,Non,2492.0
36,35-44,Homme,Urbain,Nord,Marié,Fondamental,9.0,Ouvriers,Privé,Non,Oui,Non,Non,7922.0
62,55-64,Femme,Rural,Nord,Divorcé,Secondaire,30.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,34550.0
48,45-54,Femme,Urbain,Ouest,Divorcé,Fondamental,23.0,Ouvriers,Privé,Non,Non,Non,Non,7972.0
61,55-64,Femme,Urbain,Est,Marié,Secondaire,5.0,Employés,Privé,Non,Oui,Non,Non,13874.0
20,18-24,Femme,Rural,Ouest,Célibataire,Sans niveau,2.0,Inactifs,nan,Non,Non,Non,Non,2595.0
45,45-54,Femme,Urbain,Centre,Célibataire,Supérieur,17.0,Cadres supérieurs,Public,Oui,Oui,Oui,Non,96546.0
20,18-24,Femme,Urbain,Nord,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,6871.0
31,25-34,Homme,Urbain,Centre,Marié,Secondaire,6.0,Employés,Privé,Non,Non,Non,Non,21077.0
35,35-44,Femme,Urbain,Centre,Veuf,Fondamental,14.0,Ouvriers,Privé,Non,Non,Non,Non,7091.0
44,35-44,Homme,Rural,Nord,Veuf,Sans niveau,21.0,Inactifs,nan,Non,Non,Non,Non,3519.0
27,25-34,Homme,Urbain,Ouest,Célibataire,Fondamental,4.0,Ouvriers,Informel,Non,Oui,Non,,5757.0
32,25-34,Homme,Rural,Ouest,Célibataire,Fondamental,10.0,Ouvriers,Informel,Non,Non,Non,Non,4894.0
36,35-44,Homme,Urbain,Centre,Divorcé,Fondamental,7.0,Ouvriers,Informel,Non,Non,Non,Non,5838.0
26,25-34,Femme,Rural,Sud,Marié,Secondaire,5.0,Employés,Privé,Non,Non,Non,Oui,14913.0
21,18-24,Femme,Urbain,Centre,Célibataire,Secondaire,0.0,Employés,Privé,Non,Oui,Non,Non,13209.0
32,25-34,Homme,Rural,Nord,Célibataire,Supérieur,5.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,57426.0
25,25-34,Femme,Rural,Sud,Célibataire,Sans niveau,7.0,Agriculteurs,Informel,Non,Non,Oui,Non,1523.0
18,18-24,Femme,Urbain,Nord,Célibataire,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,9487.0
24,18-24,Femme,Urbain,Est,Célibataire,Sans niveau,6.0,Ouvriers,Privé,Non,Non,Non,Non,3706.0
48,45-54,Homme,Rural,Centre,Marié,Supérieur,24.0,Cadres supérieurs,Public,Non,Non,Oui,Oui,150142.0
35,35-44,Femme,Rural,Sud,Marié,Fondamental,2.0,Agriculteurs,Informel,Non,Non,Non,Non,2379.0
29,25-34,Femme,Urbain,Sud,Marié,Sans niveau,7.0,Ouvriers,Informel,Non,Non,Non,Non,2683.0
47,45-54,Femme,Rural,Ouest,Marié,Fondamental,0.0,Ouvriers,Informel,Non,Non,Non,Non,3033.0
50,45-54,Homme,Urbain,Centre,Marié,Secondaire,2.0,Ouvriers,Privé,Non,Non,Non,Non,13588.0
24,18-24,Homme,Rural,Centre,Célibataire,Supérieur,0.0,Employés,Privé,Non,Non,Non,Non,29706.0
45,45-54,Femme,Rural,Centre,Célibataire,Secondaire,19.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,32281.0
20,18-24,Femme,Urbain,Centre,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,7130.0
60,55-64,Homme,Urbain,Ouest,Marié,Secondaire,20.0,Professions intermédiaires,Privé,Non,Non,Non,Non,41558.0
23,18-24,Homme,Urbain,Centre,Célibataire,Fondamental,1.0,Ouvriers,Privé,Non,Non,Non,Non,7319.0
48,45-54,Homme,Rural,Nord,Célibataire,Sans niveau,12.0,Agriculteurs,Informel,Oui,Non,Oui,Non,2111.0
55,55-64,Homme,Urbain,Est,Marié,Secondaire,34.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,47611.0
32,25-34,Homme,Rural,Est,Marié,Fondamental,10.0,Ouvriers,Informel,Non,Oui,Non,Non,4034.0
24,18-24,Femme,Urbain,Centre,Célibataire,Fondamental,2.0,Ouvriers,Privé,Non,Non,Non,Non,5906.0
60,55-64,Homme,Urbain,Nord,Marié,Supérieur,19.0,Cadres supérieurs,Public,Oui,Oui,Non,Oui,127534.0
47,45-54,Homme,Rural,Sud,Veuf,Fondamental,8.0,Agriculteurs,Privé,Non,Non,Non,Non,4726.0
44,35-44,Homme,Urbain,Centre,Marié,Fondamental,11.0,Ouvriers,Privé,Non,Non,Non,Non,8832.0
34,25-34,Femme,Urbain,Nord,Marié,Sans niveau,15.0,Ouvriers,Informel,Non,Non,Non,Non,3154.0
35,35-44,Homme,Urbain,Nord,Marié,Secondaire,2.0,Ouvriers,Informel,Non,Oui,Non,Non,9435.0
39,35-44,Femme,Urbain,Sud,Marié,Fondamental,5.0,Ouvriers,Privé,Non,Non,Non,Non,5315.0
43,35-44,Homme,Urbain,Nord,Marié,Fondamental,12.0,Ouvriers,Privé,Non,Non,Non,Non,8330.0
44,35-44,Homme,Urbain,Nord,Marié,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,11785.0
57,55-64,Homme,Rural,Nord,Veuf,Sans niveau,30.0,Ouvriers,Informel,Non,Non,Non,Non,2753.0
41,35-44,Femme,Rural,Est,Marié,Fondamental,1.0,Agriculteurs,Informel,Oui,Oui,Non,Oui,5343.0
25,25-34,Homme,Urbain,Nord,Marié,Sans niveau,7.0,Inactifs,nan,Non,Non,Non,Non,5288.0
38,35-44,Homme,Urbain,Sud,Marié,Fondamental,5.0,Agriculteurs,Informel,Non,Oui,Oui,Non,4277.0
46,45-54,Homme,Rural,Ouest,Divorcé,Sans niveau,28.0,Inactifs,nan,Non,Non,Non,Non,3860.0
60,55-64,Homme,Rural,Ouest,Divorcé,Sans niveau,29.0,Inactifs,nan,Non,Non,Non,Non,3769.0
38,35-44,Homme,Urbain,Centre,Célibataire,Fondamental,11.0,Ouvriers,Privé,Non,Non,Non,Non,8568.0
20,18-24,Femme,Urbain,Nord,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Oui,9929.0
48,45-54,Femme,Urbain,Est,Marié,Supérieur,20.0,Cadres supérieurs,Privé,Oui,Non,Non,Non,96190.0
44,35-44,Femme,Urbain,Centre,Marié,Secondaire,11.0,Employés,Public,Non,Non,Non,Non,18555.0
63,55-64,Femme,Urbain,Centre,Divorcé,Sans niveau,29.0,Ouvriers,Informel,Oui,Non,Non,Non,3407.0
44,35-44,Homme,Urbain,Est,Marié,Sans niveau,19.0,Ouvriers,Privé,Non,Non,Non,Non,4871.0
26,25-34,Femme,Urbain,Nord,Marié,Supérieur,1.0,Employés,Public,Oui,Non,Non,Oui,28002.0
50,45-54,Homme,Rural,Centre,Veuf,Supérieur,24.0,Cadres supérieurs,Privé,Non,Oui,Oui,Oui,156927.0
50,45-54,Homme,Urbain,Nord,Célibataire,Secondaire,17.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,38460.0
43,35-44,Femme,Urbain,Centre,Célibataire,Secondaire,14.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,31015.0
45,45-54,Homme,Urbain,Ouest,Veuf,Fondamental,14.0,Ouvriers,Privé,Non,Non,Non,Non,9095.0
61,55-64,Femme,Urbain,Centre,Marié,Supérieur,16.0,Cadres supérieurs,Privé,Non,Oui,Non,Oui,100470.0
60,55-64,Homme,Rural,Centre,Marié,Secondaire,13.0,Professions intermédiaires,Privé,Non,Non,Non,Oui,34440.0
48,45-54,Femme,Urbain,Centre,Célibataire,Fondamental,14.0,Ouvriers,Informel,Oui,Oui,Non,Non,5156.0
18,18-24,Femme,Urbain,Ouest,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,5769.0
37,35-44,Femme,Rural,Nord,Marié,Secondaire,0.0,Employés,Privé,Oui,Oui,Non,Non,10483.0
29,25-34,Femme,Rural,Nord,Veuf,Sans niveau,4.0,Inactifs,nan,Non,Non,Non,Non,2598.0
34,25-34,Femme,Urbain,Nord,Marié,Secondaire,2.0,Ouvriers,Informel,Non,Oui,Non,Non,7457.0
32,25-34,Homme,Urbain,Ouest,Célibataire,Fondamental,11.0,Ouvriers,Privé,Non,Non,Non,Non,8494.0
51,45-54,Homme,Rural,Ouest,Célibataire,Supérieur,10.0,Cadres supérieurs,Privé,Oui,Non,Non,Non,93060.0
33,25-34,Homme,Rural,Centre,Marié,Fondamental,1.0,Ouvriers,Informel,Non,Non,Non,Non,3965.0
21,18-24,Femme,Rural,Est,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,3577.0
25,25-34,Femme,Rural,Est,Célibataire,Secondaire,0.0,Ouvriers,Privé,Oui,Non,Non,Non,7070.0
51,45-54,Homme,Urbain,Sud,Divorcé,Secondaire,25.0,Professions intermédiaires,Privé,Non,Non,Non,Non,40210.0
63,55-64,Homme,Urbain,Nord,Marié,Secondaire,18.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,37750.0
42,35-44,Femme,Urbain,Sud,Marié,Secondaire,10.0,Employés,Informel,Non,Oui,Non,Non,11937.0
32,25-34,Homme,Urbain,Est,Divorcé,Fondamental,6.0,Ouvriers,Privé,Non,Oui,Non,Non,6896.0
45,45-54,Homme,Urbain,Sud,Marié,Fondamental,13.0,Ouvriers,Privé,Non,Non,Non,Non,7677.0
26,25-34,Homme,Urbain,Nord,Célibataire,Secondaire,3.0,Ouvriers,Informel,Non,Non,Non,Non,9782.0
19,18-24,Femme,Urbain,Ouest,Marié,Fondamental,1.0,Agriculteurs,Informel,Non,Non,Oui,Non,3700.0
34,25-34,Femme,Urbain,Est,Marié,Fondamental,2.0,Agriculteurs,Informel,Non,Non,Non,Non,3345.0
27,25-34,Homme,Rural,Ouest,Marié,Secondaire,6.0,Employés,Privé,Non,Oui,Non,Oui,21337.0
26,25-34,Homme,Urbain,Nord,Célibataire,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,9362.0
48,45-54,Femme,Urbain,Sud,Divorcé,Supérieur,7.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,46096.0
19,18-24,Homme,Urbain,Sud,Célibataire,Fondamental,1.0,Agriculteurs,Informel,Non,Non,Oui,Non,4180.0
41,35-44,Homme,Urbain,Centre,Célibataire,Secondaire,13.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,34650.0
36,35-44,Femme,Rural,Est,Divorcé,Supérieur,8.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,46044.0
34,25-34,Femme,Rural,Ouest,Marié,Fondamental,16.0,Ouvriers,Privé,Non,Non,Non,Non,5821.0
60,55-64,Homme,Urbain,Centre,Célibataire,Secondaire,14.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,38584.0
27,25-34,Femme,Urbain,Centre,Divorcé,Secondaire,0.0,Employés,Privé,Non,Non,Non,Oui,16068.0
45,45-54,Femme,Urbain,Est,Marié,Secondaire,6.0,Employés,Informel,Non,Oui,Non,Non,10401.0
55,55-64,Homme,Rural,Nord,Veuf,Secondaire,16.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,35993.0
45,45-54,Femme,Urbain,Ouest,Divorcé,Secondaire,17.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,30462.0
18,18-24,Femme,Rural,Ouest,Célibataire,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,4152.0
20,18-24,Homme,Rural,Centre,Marié,Secondaire,0.0,Ouvriers,Informel,Non,Oui,Non,Oui,10660.0
32,25-34,Homme,Rural,Centre,Marié,Supérieur,7.0,Professions intermédiaires,Privé,Non,Non,Non,Non,63881.0
27,25-34,Homme,Rural,Centre,Célibataire,Secondaire,6.0,Employés,Privé,Oui,Non,Oui,Non,18312.0
38,35-44,Homme,Urbain,Est,Marié,Fondamental,15.0,Ouvriers,Informel,Non,Non,Non,Non,5764.0
54,45-54,Homme,Urbain,Centre,Marié,Supérieur,8.0,Professions intermédiaires,Public,Non,Oui,Non,Oui,70670.0
32,25-34,Homme,Rural,Centre,Marié,Fondamental,14.0,Ouvriers,Informel,Non,Non,Non,Non,5104.0
40,35-44,Homme,Rural,Sud,Marié,Supérieur,1.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,37034.0
31,25-34,Homme,Rural,Est,Marié,Secondaire,7.0,Employés,Public,Non,Non,Non,Non,15566.0
32,25-34,Femme,Rural,Nord,Marié,Secondaire,9.0,Employés,Privé,Non,Non,Non,Non,15518.0
27,25-34,Homme,Rural,Nord,Divorcé,Secondaire,1.0,Ouvriers,Privé,Non,Non,Non,Non,10696.0
26,25-34,Femme,Rural,Nord,Marié,Sans niveau,3.0,Agriculteurs,Privé,Non,Non,Oui,Oui,5179.0
61,55-64,Homme,Urbain,Est,Marié,Secondaire,26.0,Professions intermédiaires,Privé,Non,Non,Non,Non,41346.0
56,55-64,Homme,Urbain,Sud,Marié,Secondaire,35.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,48504.0
22,18-24,Femme,Rural,Nord,Célibataire,Fondamental,2.0,Ouvriers,Privé,Non,Non,Non,Non,4212.0
42,35-44,Femme,Urbain,Centre,Marié,Secondaire,18.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,31367.0
59,55-64,Homme,Urbain,Nord,Marié,Secondaire,27.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,49184.0
43,35-44,Homme,Rural,Ouest,Marié,Sans niveau,0.0,Agriculteurs,Privé,Non,Non,Oui,Non,2893.0
25,25-34,Homme,Urbain,Ouest,Divorcé,Fondamental,5.0,Ouvriers,Informel,Non,Non,Non,Non,5567.0
39,35-44,Homme,Urbain,Sud,Marié,Fondamental,11.0,Ouvriers,Informel,Non,Non,Non,Non,5372.0
42,35-44,Femme,Urbain,Centre,Marié,Fondamental,17.0,Ouvriers,Informel,Non,Non,Non,Non,5391.0
29,25-34,Femme,Urbain,Centre,Marié,Fondamental,7.0,Ouvriers,Informel,Non,Non,Non,Non,4748.0
26,25-34,Homme,Rural,Nord,Célibataire,Supérieur,1.0,Employés,Informel,Non,Non,Non,Non,22452.0
27,25-34,Femme,Urbain,Sud,Célibataire,Secondaire,7.0,Employés,Privé,Non,Oui,Non,Non,14865.0
27,25-34,Homme,Rural,Centre,Divorcé,Supérieur,0.0,Professions intermédiaires,Public,Non,Oui,Non,Non,37513.0
26,25-34,Homme,Urbain,Est,Marié,Secondaire,2.0,Employés,Informel,Oui,Non,Non,Non,11354.0
43,35-44,Femme,Urbain,Centre,Marié,Sans niveau,6.0,Inactifs,nan,Non,Non,Non,Non,4246.0
52,45-54,Homme,Urbain,Ouest,Marié,Fondamental,30.0,Ouvriers,Informel,Non,Non,Non,Non,8093.0
44,35-44,Homme,Urbain,Ouest,Marié,Secondaire,1.0,Ouvriers,Informel,Oui,Non,Non,Oui,12480.0
48,45-54,Femme,Rural,Nord,Marié,Secondaire,24.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,34756.0
36,35-44,Femme,Urbain,Ouest,Marié,Sans niveau,9.0,Inactifs,nan,Non,Non,Non,Non,4270.0
60,55-64,Femme,Urbain,Centre,Marié,Sans niveau,41.0,Agriculteurs,Informel,Non,Non,Oui,Oui,6101.0
55,55-64,Homme,Urbain,Centre,Marié,Fondamental,7.0,Agriculteurs,Informel,Oui,Oui,Oui,Non,5370.0
23,18-24,Homme,Rural,Ouest,Célibataire,Supérieur,0.0,Employés,Informel,Non,Oui,Non,Non,21626.0
32,25-34,Homme,Rural,Centre,Célibataire,Secondaire,7.0,Employés,Informel,Non,Non,Non,Non,13882.0
46,45-54,Homme,Rural,Est,Marié,Supérieur,16.0,Cadres supérieurs,Privé,Non,Non,Non,Non,102680.0
62,55-64,Homme,Urbain,Est,Divorcé,Secondaire,27.0,Professions intermédiaires,,Non,Non,Non,Non,39795.0
22,18-24,Homme,Urbain,Centre,Marié,Fondamental,2.0,Agriculteurs,Privé,Non,Non,Oui,Non,6605.0
31,25-34,Homme,Urbain,Est,Célibataire,Secondaire,7.0,Employés,Public,Non,Non,Non,Non,17857.0
19,18-24,Femme,Rural,Nord,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,5708.0
40,35-44,Homme,Rural,Nord,Marié,Fondamental,2.0,Ouvriers,Informel,Non,Non,Non,Non,3754.0
61,55-64,Femme,Urbain,Nord,Marié,Supérieur,8.0,Professions intermédiaires,Public,Oui,Non,Non,Oui,54403.0
63,55-64,Homme,Urbain,Nord,Divorcé,Sans niveau,32.0,Inactifs,nan,Non,Non,Non,Non,5536.0
36,35-44,Homme,Urbain,Centre,Marié,Supérieur,1.0,Employés,Informel,Non,Oui,Non,Non,25535.0
41,35-44,Homme,Urbain,Nord,Marié,Fondamental,20.0,Ouvriers,Privé,Non,Non,Non,Non,9318.0
37,35-44,Homme,Rural,Sud,Célibataire,Supérieur,14.0,Cadres supérieurs,Privé,Oui,Non,Non,Non,95225.0
44,35-44,Femme,Urbain,Sud,Divorcé,Supérieur,3.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,36595.0
41,35-44,Homme,Urbain,Ouest,Marié,Secondaire,19.0,Professions intermédiaires,Public,Oui,Non,Non,Oui,41978.0
34,25-34,Femme,Urbain,Ouest,Marié,Supérieur,6.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,50664.0
42,35-44,Femme,Rural,Est,Marié,Secondaire,8.0,Employés,Privé,Non,Oui,Non,Oui,16491.0
63,55-64,Femme,Rural,Nord,Marié,Fondamental,40.0,Ouvriers,Informel,Non,Non,Non,Non,5704.0
48,45-54,Femme,Urbain,Centre,Marié,Supérieur,16.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,97851.0
45,45-54,Femme,Urbain,Est,Divorcé,Sans niveau,3.0,Agriculteurs,Informel,Non,Non,Non,Non,2318.0
45,45-54,Femme,Urbain,Ouest,Marié,Fondamental,27.0,Ouvriers,Privé,Non,Non,Non,Non,8428.0
39,35-44,Femme,Urbain,Centre,Divorcé,Supérieur,10.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,77001.0
22,18-24,Femme,Urbain,Nord,Célibataire,Secondaire,1.0,Employés,Informel,Non,Non,Non,Oui,12565.0
61,55-64,Femme,Urbain,Centre,Marié,Supérieur,18.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,107609.0
59,55-64,Homme,Rural,Nord,Marié,Secondaire,8.0,Employés,Public,Non,Oui,Non,Non,18146.0
25,25-34,Homme,Urbain,Est,Marié,Secondaire,3.0,Employés,Informel,Non,Non,Non,Non,11668.0
55,55-64,Femme,Urbain,Centre,Marié,Fondamental,20.0,Ouvriers,Informel,Non,Non,Non,Non,5647.0
45,45-54,Femme,Urbain,Sud,Marié,Fondamental,15.0,Ouvriers,Informel,Non,Non,Non,Non,4533.0
29,25-34,Femme,Urbain,Nord,Marié,Secondaire,1.0,Ouvriers,Informel,Oui,Non,Non,Non,7090.0
42,35-44,Homme,Urbain,Ouest,Marié,Fondamental,4.0,Agriculteurs,Informel,Non,Non,Oui,Non,5166.0
55,55-64,Femme,Urbain,Centre,Marié,Fondamental,28.0,Ouvriers,Informel,Non,Non,Non,Non,6255.0
61,55-64,Femme,Urbain,Centre,Marié,Sans niveau,38.0,Inactifs,nan,Non,Non,Non,Non,4881.0
32,25-34,Homme,Rural,Ouest,Marié,Secondaire,4.0,Ouvriers,Privé,Non,Non,Non,Non,12642.0
61,55-64,Homme,Urbain,Centre,Marié,Fondamental,14.0,Ouvriers,Informel,Non,Non,Non,Non,6567.0
58,55-64,Homme,Rural,Sud,Marié,Secondaire,19.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,35229.0
51,45-54,Homme,Rural,Ouest,Divorcé,Sans niveau,11.0,Inactifs,nan,Non,Non,Non,Non,3478.0
62,55-64,Homme,Urbain,Ouest,Veuf,Sans niveau,37.0,Agriculteurs,Informel,Non,Non,Oui,Oui,6830.0
30,25-34,Homme,Urbain,Nord,Marié,Secondaire,9.0,Employés,Privé,Non,Non,Non,Non,22116.0
25,25-34,Homme,Urbain,Nord,Veuf,Fondamental,2.0,Agriculteurs,Informel,Non,Non,Non,Non,4484.0
30,25-34,Homme,Urbain,Centre,Marié,Secondaire,3.0,Ouvriers,Informel,Non,Non,Non,Non,10303.0
53,45-54,Femme,Urbain,Sud,Divorcé,Fondamental,28.0,Ouvriers,Informel,Non,Non,Non,Non,5376.0
23,18-24,Homme,Urbain,Centre,Divorcé,Sans niveau,0.0,Ouvriers,Informel,Oui,Non,Non,Non,3820.0
55,55-64,Homme,Urbain,Sud,Marié,Supérieur,19.0,Cadres supérieurs,Privé,Non,Oui,Non,Oui,120895.0
49,45-54,Homme,Urbain,Nord,Marié,Secondaire,16.0,Professions intermédiaires,Public,Non,Non,Non,Non,34331.0
38,35-44,Femme,Rural,Centre,Marié,Fondamental,15.0,Ouvriers,Informel,Non,Non,Non,Oui,7169.0
61,55-64,Femme,Rural,Sud,Marié,Sans niveau,19.0,Inactifs,nan,Non,Non,Non,Oui,5550.0
61,55-64,Homme,Urbain,Sud,Marié,Sans niveau,10.0,Ouvriers,Privé,Non,Non,Non,Non,4672.0
24,18-24,Homme,Urbain,Ouest,Célibataire,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,9043.0
43,35-44,Femme,Urbain,Centre,Marié,Supérieur,12.0,Cadres supérieurs,Privé,Oui,Oui,Non,Oui,86928.0
32,25-34,Femme,Urbain,Nord,Célibataire,Secondaire,7.0,Employés,Privé,Non,Non,Non,Non,16464.0
59,55-64,Femme,Urbain,Est,Marié,Fondamental,33.0,Ouvriers,Privé,Non,Non,Non,Non,7769.0
40,35-44,Homme,Rural,Centre,Marié,Supérieur,1.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,45788.0
55,55-64,Homme,Urbain,Centre,Marié,Sans niveau,16.0,Ouvriers,Informel,Non,Non,Non,Non,3893.0
58,55-64,Femme,Urbain,Nord,Marié,Fondamental,5.0,Agriculteurs,Informel,Oui,Non,Oui,Non,3856.0
32,25-34,Femme,Rural,Est,Marié,Supérieur,4.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,36574.0
57,55-64,Homme,Urbain,Ouest,Veuf,Fondamental,10.0,Ouvriers,Privé,Non,Non,Non,Oui,11472.0
33,25-34,Femme,Urbain,Centre,Marié,Fondamental,14.0,Ouvriers,Informel,Non,Non,Non,Non,5246.0
49,45-54,Homme,Urbain,Ouest,Célibataire,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,12316.0
54,45-54,Homme,Rural,Nord,Célibataire,Supérieur,7.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,60997.0
35,35-44,Femme,Rural,Centre,Célibataire,Fondamental,0.0,Ouvriers,Informel,Non,Non,Non,Non,2907.0
37,35-44,Femme,Urbain,Est,Marié,Secondaire,3.0,Ouvriers,Informel,Non,Non,Non,Non,7026.0
63,55-64,Femme,Urbain,Centre,Marié,Supérieur,4.0,Professions intermédiaires,Privé,Non,Non,Non,Non,44990.0
19,18-24,Femme,Urbain,Centre,Célibataire,Fondamental,,Agriculteurs,Informel,Oui,Oui,Oui,Non,3727.0
40,35-44,Homme,Urbain,Centre,Marié,Fondamental,1.0,Ouvriers,Privé,Non,Non,Oui,Non,7354.0
47,45-54,Femme,Urbain,Nord,Marié,Fondamental,24.0,Ouvriers,Privé,Non,Non,Non,Non,7852.0
20,18-24,Femme,Rural,Nord,Célibataire,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,7917.0
63,55-64,Homme,Rural,Nord,Divorcé,Fondamental,1.0,Ouvriers,Privé,Non,Non,Non,Non,5256.0
56,55-64,Femme,Urbain,Centre,Divorcé,Fondamental,10.0,Ouvriers,Informel,Non,Non,Non,Non,4916.0
